,OBJECTID,Join_Count,TARGET_FID,Join_Count.1,TARGET_FID.1,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Mile2,GEO,Mile2_1,CA_tract,Differ_are,Differ_ran,rural,STATEFP 1,COUNTYFP 1,County,TRACTCE 1,GEOID 1,NAME 1,NAMELSAD 1,ALAND 1,AWATER 1,INTPTLAT 1,INTPTLON 1,Tract,urban_rura,POPULATION,DAC,CIscore,CIscoreP,Traffic_Pc,DAC_cat,MHI_2019_5,Avg_hshld_,HCD_Low_20,HCD_Modera,State_MHI_,State_MHI1,Income_Gro,Shape_Leng,x,y,GreaterRegion,DAC/LIC,DCFC,EV Network Clean
2060,2061,1,2061,1,2061,ELEC,10654 Vinedale St,10654 Vinedale St,,Los Angeles,CA,91352,,855-900-7584,E,,Public,24 hours daily,,,,,,1,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.228731,-118.36348,11/4/2024,156166,2024-11-04 03:20:01 UTC,,,,5/9/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,102107,6037102107,1021.07,Census Tract 1021.07,G5020,S,12908558,13753,34.2409052,-118.3395988,4.9893361,6037102107,4.9893361,6037102107,0.68990983,5,0,6,37,Los Angeles County,102107,6037102107,1021.07,Census Tract 1021.07,12908567,13753,34.2409046,-118.3395185,6037102107,Urban,4349,,0,0,0, ,"$109,375 ",3,"$85,150 ","$86,400 ",75235,145.38%,High,19409.08339,-118.36348,34.228731,Los Angeles,0,0,Other
2061,2062,1,2062,1,2062,ELEC,13214 Moorpark St,13214 Moorpark St,,Van Nuys,CA,91423,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.150278,-118.420997,11/4/2024,156174,2024-11-04 04:08:19 UTC,,,,5/9/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,143500,6037143500,1435,Census Tract 1435,G5020,S,1191719,46468,34.1476412,-118.40678,0.4780667,6037143500,0.4780667,6037143500,0.99999995,2,0,6,37,Los Angeles County,143500,6037143500,1435,Census Tract 1435,1191719,46468,34.1476412,-118.40678,6037143500,Urban,5482,,0,0,0, ,"$108,542 ",2,"$75,700 ","$76,800 ",75235,144.27%,High,5762.714123,-118.420997,34.150278,Los Angeles,0,0,FLO
2062,2063,1,2063,1,2063,ELEC,Camino Real Marketplace - Tesla Supercharger,7004 Marketplace Drive,,Goleta,CA,93117,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,34.428831,-119.873382,7/1/2024,156190,2024-08-14 18:58:22 UTC,P,,,5/8/2020,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,83,2935,6083002935,29.35,Census Tract 29.35,G5020,S,975009,255,34.426865,-119.8794367,0.3765509,6083002935,0.3765509,6083002935,1,2,0,6,83,Santa Barbara County,2930,6083002930,29.3,Census Tract 29.30,4467929,18582,34.4266384,-119.891155,6083002930,Urban,8421,,0,0,0, ,"$91,923 ",3,"$90,050 ","$97,300 ",75235,122.18%,Middle,11714.03646,-119.873382,34.428831,Los Angeles,0,1,Tesla
2063,2064,1,2064,1,2064,ELEC,RINCON CENTER RINCON 3,121 Spear St,,San Francisco,CA,94105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.79186,-122.39286,11/5/2024,156224,2024-11-05 01:22:00 UTC,,,,5/13/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,75,61507,6075061507,615.07,Census Tract 615.07,G5020,S,336738,299021,37.7907573,-122.3891845,0.24546835,6075061507,0.24546835,6075061507,0.65109844,5,0,6,75,San Francisco County,61500,6075061500,615,Census Tract 615,1672408,439050,37.7877258,-122.3923886,6075061500,Urban,16968,,0,0,0, ,"$208,425 ",2,"$117,100 ","$143,600 ",75235,277.03%,High,6606.034696,-122.39286,37.79186,San Francisco,0,0,ChargePoint Network
2064,2065,1,2065,1,2065,ELEC,CP AUTO 1 HIE 1,101 Clinton Rd,On south side of building,Jackson,CA,95642,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.34163,-120.764968,11/5/2024,156225,2024-11-05 01:21:44 UTC,,,,5/13/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,5,500,6005000500,5,Census Tract 5,G5020,S,108433071,4806944,38.3175704,-120.7391956,43.72221913,6005000500,43.72221913,6005000500,0.02458231,11,1,6,5,Amador County,500,6005000500,5,Census Tract 5,108429681,4806943,38.3175704,-120.7391956,6005000500,Rural,3152,,0,0,0, ,"$65,244 ",2,"$50,400 ","$75,550 ",75235,86.72%,Middle,65330.06314,-120.764968,38.34163,Central Other,0,0,ChargePoint Network
2065,2066,1,2066,1,2066,ELEC,BAHAY ALEXAN BAHAY 1,1910 W Temple St,,Los Angeles,CA,90026,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.068977,-118.266099,11/5/2024,156276,2024-11-05 01:19:08 UTC,,,,5/14/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,208402,6037208402,2084.02,Census Tract 2084.02,G5020,S,340750,0,34.0683644,-118.2660132,0.1315639,6037208402,0.1315639,6037208402,0.99999998,2,0,6,37,Los Angeles County,208402,6037208402,2084.02,Census Tract 2084.02,340750,0,34.0683644,-118.2660132,6037208402,Urban,2896,Disadvantaged Community,58.17557241,94.59152799,97.6125,CalEnviroScreen 4.0 Top 25%,"$45,804 ",4,"$94,600 ","$96,000 ",75235,60.88%,Low,2627.943236,-118.266099,34.068977,Los Angeles,1,0,ChargePoint Network
2066,2067,1,2067,1,2067,ELEC,5263 Packard,5263 Packard,,Los Angeles,CA,90019,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.050762,-118.35135,11/4/2024,156282,2024-11-04 04:07:54 UTC,,,,5/14/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,217102,6037217102,2171.02,Census Tract 2171.02,G5020,S,501915,0,34.0508918,-118.3537896,0.19379018,6037217102,0.19379018,6037217102,1,1,0,6,37,Los Angeles County,217100,6037217100,2171,Census Tract 2171,897832,0,34.0489658,-118.3545296,6037217100,Urban,6219,,0,0,0, ,"$67,414 ",3,"$85,150 ","$86,400 ",75235,89.60%,Low,3934.751567,-118.35135,34.050762,Los Angeles,1,0,FLO
2067,2068,1,2068,1,2068,ELEC,11185 Hindry Ave,11185 Hindry,,Los Angeles,CA,90045,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.933355,-118.372292,11/4/2024,156283,2024-11-04 04:08:14 UTC,,,,5/14/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,980028,6037980028,9800.28,Census Tract 9800.28,G5020,S,17299720,2387924,33.9423871,-118.4160617,7.60153642,6037980028,7.60153642,6037980028,0.88163443,3,0,6,37,Los Angeles County,980028,6037980028,9800.28,Census Tract 9800.28,17299747,2367417,33.9421429,-118.4173296,6037980028,Urban,0,Disadvantaged Community,0,0,84.075,"CalEnviroScreen 4.0 High Pollution Score, Low Population Count",,,,,75235,,,26157.47553,-118.372292,33.933355,Los Angeles,1,0,FLO
2068,2069,1,2069,1,2069,ELEC,2044 Reservoir St,2044 Reservoir St,,Los Angeles,CA,90026,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.07873,-118.262088,11/4/2024,156286,2024-11-04 04:08:46 UTC,,,,5/14/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,195600,6037195600,1956,Census Tract 1956,G5020,S,527583,0,34.0808254,-118.2655482,0.20370021,6037195600,0.20370021,6037195600,1,2,0,6,37,Los Angeles County,195600,6037195600,1956,Census Tract 1956,527583,0,34.0808254,-118.2655482,6037195600,Urban,2948,Disadvantaged Community,46.87270486,84.26626324,97.65,CalEnviroScreen 4.0 Top 25%,"$72,035 ",2,"$75,700 ","$76,800 ",75235,95.75%,Low,3403.933447,-118.262088,34.07873,Los Angeles,1,0,FLO
2069,2070,1,2070,1,2070,ELEC,10949 Huston St,10949 Huston Street,,Los Angeles,CA,91601,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.159966,-118.369602,11/4/2024,156287,2024-11-04 04:08:57 UTC,,,,5/14/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,125501,6037125501,1255.01,Census Tract 1255.01,G5020,S,464095,0,34.1622937,-118.3657855,0.17918811,6037125501,0.17918811,6037125501,1,1,0,6,37,Los Angeles County,125501,6037125501,1255.01,Census Tract 1255.01,464095,0,34.1622937,-118.3657855,6037125501,Urban,3052,Disadvantaged Community,41.08989191,76.77760968,61.1625,CalEnviroScreen 4.0 Top 25%,"$46,767 ",2,"$75,700 ","$76,800 ",75235,62.16%,Low,2812.590683,-118.369602,34.159966,Los Angeles,1,0,FLO
2070,2071,1,2071,1,2071,ELEC,4236 Longridge Ave,4236 Longridge Ave,,Los Angeles,CA,91604,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.147479,-118.42119,11/4/2024,156288,2024-11-04 04:09:04 UTC,,,,5/14/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,143902,6037143902,1439.02,Census Tract 1439.02,G5020,S,2522502,4486,34.1358007,-118.4214241,0.97567539,6037143902,0.97567539,6037143902,1,1,0,6,37,Los Angeles County,143902,6037143902,1439.02,Census Tract 1439.02,2522502,4486,34.1358007,-118.4214241,6037143902,Urban,2766,,0,0,0, ,"$110,508 ",2,"$75,700 ","$76,800 ",75235,146.88%,High,10432.2158,-118.42119,34.147479,Los Angeles,0,0,FLO
2071,2072,1,2072,1,2072,ELEC,THE CREST STATION 4,235 E Seaside Way,,Long Beach,CA,90802,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.766104,-118.190216,11/5/2024,156294,2024-11-05 01:17:28 UTC,,,,5/15/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,576001,6037576001,5760.01,Census Tract 5760.01,G5020,S,1802546,1343803,33.7607008,-118.1971195,1.21481648,6037576001,1.21481648,6037576001,0.71683756,4,0,6,37,Los Angeles County,576001,6037576001,5760.01,Census Tract 5760.01,1769545,1325186,33.7631159,-118.1938633,6037576001,Urban,5174,Disadvantaged Community,42.18754812,78.29046899,58,CalEnviroScreen 4.0 Top 25%,"$80,462 ",2,"$75,700 ","$76,800 ",75235,106.95%,Middle,8014.480736,-118.190216,33.766104,Los Angeles,1,0,ChargePoint Network
2072,2073,1,2073,1,2073,ELEC,RCEA EV NETWORK NCUAQMD,707 L St,Behind AQMD building,Eureka,CA,95501,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.801087,-124.158559,11/5/2024,156347,2024-11-05 01:22:09 UTC,,,,5/19/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,23,500,6023000500,5,Census Tract 5,G5020,S,2410032,187169,40.8025436,-124.1513985,1.00278348,6023000500,1.00278348,6023000500,0.90101297,2,0,6,23,Humboldt County,500,6023000500,5,Census Tract 5,2410517,187863,40.8025436,-124.1513984,6023000500,Urban,4450,,0,0,0, ,"$31,147 ",2,"$44,750 ","$69,100 ",75235,41.40%,Low,7763.042219,-124.158559,40.801087,Northern Other,1,0,ChargePoint Network
2073,2074,1,2074,1,2074,ELEC,RCEA EV NETWORK EUR STJ 2,2719 Dolbeer St,Near hospital main entrance,Eureka,CA,95501,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.783343,-124.141485,11/5/2024,156348,2024-11-05 01:22:06 UTC,,,,5/19/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,23,600,6023000600,6,Census Tract 6,G5020,S,3322769,0,40.7886072,-124.1501286,1.28292594,6023000600,1.28292594,6023000600,1,2,0,6,23,Humboldt County,600,6023000600,6,Census Tract 6,3322756,0,40.7886073,-124.1501286,6023000600,Urban,4998,,0,0,0, ,"$62,885 ",2,"$44,750 ","$69,100 ",75235,83.58%,Middle,7540.287311,-124.141485,40.783343,Northern Other,0,0,ChargePoint Network
2074,2075,1,2075,1,2075,ELEC,RCEA EV NETWORK FRN-4TH,4th St Parking Lot,4th St public parking lot,Ferndale,CA,95536,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.576437,-124.264466,11/5/2024,156349,2024-11-05 01:21:21 UTC,,,,5/19/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,23,11200,6023011200,112,Census Tract 112,G5020,S,995172039,30608129,40.3609851,-124.1963951,396.0557138,6023011200,396.0557138,6023011200,0,12,1,6,23,Humboldt County,11200,6023011200,112,Census Tract 112,995172029,30611230,40.3609851,-124.1963951,6023011200,Rural,3309,,0,0,0, ,"$50,896 ",3,"$50,350 ","$77,750 ",75235,67.65%,Low,195639.3668,-124.264466,40.576437,Northern Other,1,0,ChargePoint Network
2075,2076,1,2076,1,2076,ELEC,8800 S Hoover St,8800 S Hoover St,,Los Angeles,CA,90044,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,33.957322,-118.286895,11/4/2024,156362,2024-11-04 04:08:47 UTC,,,,5/19/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,240301,6037240301,2403.01,Census Tract 2403.01,G5020,S,468912,0,33.956406,-118.283803,0.18104764,6037240301,0.18104764,6037240301,1,1,0,6,37,Los Angeles County,240300,6037240300,2403,Census Tract 2403,813527,0,33.9564095,-118.2861229,6037240300,Urban,5637,Disadvantaged Community,59.37800281,95.28492184,94.45,CalEnviroScreen 4.0 Top 25%,"$22,875 ",3,"$85,150 ","$86,400 ",75235,30.40%,Low,3657.448023,-118.286895,33.957322,Los Angeles,1,0,FLO
2076,2077,1,2077,1,2077,ELEC,HARTNELLCOLLEGE CENTRAL AVE 2,"411 Central Ave Floor 1-GB,","Parking garage, first floor south side of the building. Section GB",Salinas,CA,93901,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.673869,-121.665729,11/5/2024,156370,2024-11-05 01:22:01 UTC,,,,5/20/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,53,1400,6053001400,14,Census Tract 14,G5020,S,1239633,0,36.6706218,-121.6639509,0.47862478,6053001400,0.47862478,6053001400,0.99999999,2,0,6,53,Monterey County,1400,6053001400,14,Census Tract 14,1239641,0,36.6706218,-121.6639509,6053001400,Urban,2679,,0,0,0, ,"$80,750 ",3,"$73,250 ","$88,100 ",75235,107.33%,Middle,5173.04743,-121.665729,36.673869,Central Other,0,0,ChargePoint Network
2077,2078,1,2078,1,2078,ELEC,DC CORRIDOR BUTTONW L2,20672 Tracy Ave #102,Front/Northwest Corner of Parking Lot,Buttonwillow,CA,93206,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.400651,-119.397721,11/5/2024,156480,2024-11-05 01:17:38 UTC,,,,5/21/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,29,6600,6029006600,66,Census Tract 66,G5020,S,641171020,3103614,35.412774,-119.3985787,248.7558942,6029006600,248.7558942,6029006600,0.00237339,11,1,6,29,Kern County,3700,6029003700,37,Census Tract 37,480526586,3103613,35.3940158,-119.4164905,6029003700,Rural,3415,Disadvantaged Community,60.26788506,95.85224407,7.3625,CalEnviroScreen 4.0 Top 25%,"$45,781 ",4,"$55,900 ","$84,850 ",75235,60.85%,Low,110466.7357,-119.397721,35.400651,Los Angeles,1,0,ChargePoint Network
2078,2079,1,2079,1,2079,ELEC,CC STATION 1 CT4000 4,23081 Via Campo Verde,,Laguna Woods,CA,92637,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.607418,-117.726936,11/5/2024,156605,2024-11-05 01:22:20 UTC,,,,5/22/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,59,62641,6059062641,626.41,Census Tract 626.41,G5020,S,2191893,0,33.6018744,-117.7261697,0.84629403,6059062641,0.84629403,6059062641,0.99999999,2,0,6,59,Orange County,62641,6059062641,626.41,Census Tract 626.41,2190158,0,33.6018758,-117.7261651,6059062641,Urban,5376,,0,0,0, ,"$88,986 ",3,"$96,800 ","$115,250 ",75235,118.28%,Low,6208.740707,-117.726936,33.607418,Los Angeles,1,0,ChargePoint Network
2079,2080,1,2080,1,2080,ELEC,LAGUNA BEACH FOREST AVE 04,505 Forest Ave,Station is in Lot 11.,Laguna Beach,CA,92651,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.546189,-117.78173,11/5/2024,156606,2024-11-05 01:21:38 UTC,,,,5/22/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,59,62632,6059062632,626.32,Census Tract 626.32,G5020,S,14191838,613120,33.5306084,-117.7473419,5.71622585,6059062632,5.71622585,6059062632,0.73556645,4,0,6,59,Orange County,62632,6059062632,626.32,Census Tract 626.32,14280581,613114,33.5284341,-117.7443954,6059062632,Urban,4089,,0,0,0, ,"$156,875 ",2,"$86,050 ","$102,450 ",75235,208.51%,High,27970.84781,-117.78173,33.546189,Los Angeles,0,0,ChargePoint Network
2080,2081,1,2081,1,2081,ELEC,WIND RIVER PARK STATION 1,18141 Beach Blvd,Ground floor parking garage under the 3 story office bldg,Huntington Beach,CA,92648,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.698949,-117.990041,11/5/2024,156607,2024-11-05 01:21:36 UTC,,,,5/22/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,59,99419,6059099419,994.19,Census Tract 994.19,G5020,S,2581863,29673,33.6980069,-118.0038344,1.0083201,6059099419,1.0083201,6059099419,1,2,0,6,59,Orange County,99413,6059099413,994.13,Census Tract 994.13,3499318,29673,33.6929418,-118.0005081,6059099413,Urban,8633,,0,0,0, ,"$84,750 ",2,"$86,050 ","$102,450 ",75235,112.65%,Low,8165.169727,-117.990041,33.698949,Los Angeles,1,0,ChargePoint Network
2081,2082,1,2082,1,2082,ELEC,19510 Ventura Blvd,19510 Ventura Blvd,,Tarzana,CA,91356,,855-900-7584,E,,Public,24 hours daily,,,,,,1,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.172671,-118.558187,11/4/2024,156623,2024-11-04 03:20:02 UTC,,,,5/22/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,139402,6037139402,1394.02,Census Tract 1394.02,G5020,S,2443891,0,34.1677649,-118.5517782,0.94359116,6037139402,0.94359116,6037139402,1,1,0,6,37,Los Angeles County,139402,6037139402,1394.02,Census Tract 1394.02,2443891,0,34.1677649,-118.5517782,6037139402,Urban,2899,,0,0,0, ,"$137,578 ",3,"$85,150 ","$86,400 ",75235,182.86%,High,8716.424825,-118.558187,34.172671,Los Angeles,0,0,Other
2082,2083,1,2083,1,2083,ELEC,14431 Burbank Bl,14431 Burbank Blvd,,Sherman Oaks,CA,91401,,855-900-7584,E,,Public,24 hours daily,,,,,,1,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.172416,-118.44729,11/4/2024,156626,2024-11-04 03:20:02 UTC,,,,5/22/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,128500,6037128500,1285,Census Tract 1285,G5020,S,973792,0,34.1703043,-118.4443439,0.37598351,6037128500,0.37598351,6037128500,1,1,0,6,37,Los Angeles County,128500,6037128500,1285,Census Tract 1285,973791,0,34.1703043,-118.4443439,6037128500,Urban,4108,,0,0,0, ,"$74,375 ",2,"$75,700 ","$76,800 ",75235,98.86%,Low,4031.11643,-118.44729,34.172416,Los Angeles,1,0,Other
2083,2084,1,2084,1,2084,ELEC,998 S Hobart Blvd,998 S Hobart Blvd,,Los Angeles,CA,90006,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.052811,-118.30517,11/4/2024,156627,2024-11-04 04:07:59 UTC,,,,5/22/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,213201,6037213201,2132.01,Census Tract 2132.01,G5020,S,334942,0,34.0526559,-118.3045301,0.12932226,6037213201,0.12932226,6037213201,1,1,0,6,37,Los Angeles County,213201,6037213201,2132.01,Census Tract 2132.01,334942,0,34.0526559,-118.3045301,6037213201,Urban,3932,Disadvantaged Community,45.57577803,82.69036813,77.7375,CalEnviroScreen 4.0 Top 25%,"$32,819 ",3,"$85,150 ","$86,400 ",75235,43.62%,Low,2501.993189,-118.30517,34.052811,Los Angeles,1,0,FLO
2084,2085,1,2085,1,2085,ELEC,ICA SAN DIEGO LUX ART MUSEUM,1578 El Camino Real,,Encinitas,CA,92024,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.027352,-117.255974,11/5/2024,156806,2024-11-05 01:21:44 UTC,,,,5/27/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,73,17406,6073017406,174.06,Census Tract 174.06,G5020,S,3515284,213746,33.0234427,-117.2631194,1.43978658,6073017406,1.43978658,6073017406,1,1,0,6,73,San Diego County,17404,6073017404,174.04,Census Tract 174.04,4768404,193029,33.0221644,-117.2649644,6073017404,Urban,7099,,0,0,0, ,"$95,465 ",3,"$87,300 ","$102,700 ",75235,126.89%,Middle,9588.277834,-117.255974,33.027352,San Diego,0,0,ChargePoint Network
2085,2086,1,2086,1,2086,ELEC,1248 Westwood Blvd,1248 Westwood Blvd,,Los Angeles,CA,90024,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.057893,-118.443185,11/4/2024,156819,2024-11-04 04:08:46 UTC,,,,5/27/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,265522,6037265522,2655.22,Census Tract 2655.22,G5020,S,252474,0,34.0563691,-118.4414877,0.09748163,6037265522,0.09748163,6037265522,1,1,0,6,37,Los Angeles County,265510,6037265510,2655.1,Census Tract 2655.10,383468,0,34.0564831,-118.4426278,6037265510,Urban,4663,,0,0,0, ,"$54,847 ",2,"$75,700 ","$76,800 ",75235,72.90%,Low,2528.164297,-118.443185,34.057893,Los Angeles,1,0,FLO
2086,2087,1,2087,1,2087,ELEC,11048 Huston St,11048 Huston St,,Los Angeles,CA,91601,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,34.160131,-118.371265,11/4/2024,156820,2024-11-04 04:08:49 UTC,,,,5/27/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,37,125404,6037125404,1254.04,Census Tract 1254.04,G5020,S,229451,0,34.1622827,-118.3724264,0.08859179,6037125404,0.08859179,6037125404,0.99999996,2,0,6,37,Los Angeles County,125401,6037125401,1254.01,Census Tract 1254.01,397783,0,34.1626066,-118.3743046,6037125401,Urban,4966,,0,0,0, ,"$62,934 ",2,"$75,700 ","$76,800 ",75235,83.65%,Low,3082.222958,-118.371265,34.160131,Los Angeles,1,0,FLO
2087,2088,1,2088,1,2088,ELEC,CSG EV OB L2 1,2728 Lenwood Rd.,,Barstow,CA,92311,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.846833,-117.083852,11/5/2024,157901,2024-11-05 01:21:01 UTC,,,,5/28/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,6,71,11801,6071011801,118.01,Census Tract 118.01,G5020,S,67089185,0,34.8328331,-117.0841254,25.90327357,6071011801,25.90327357,6071011801,0.08735819,11,1,6,71,San Bernardino County,11800,6071011800,118,Census Tract 118,153072661,0,34.8338041,-117.1213732,6071011800,Rural,7733,,0,0,0, ,"$49,985 ",3,"$56,900 ","$83,700 ",75235,66.44%,Low,67422.81964,-117.083852,34.846833,Southern Other,1,0,ChargePoint Network
