,Unnamed: 0.1,Unnamed: 0,OBJECTID,Join_Count,TARGET_FID,Join_Count.1,TARGET_FID.1,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Mile2,GEO,Mile2_1,CA_tract,Differ_are,Differ_ran,rural,STATEFP 1,COUNTYFP 1,County,TRACTCE 1,GEOID 1,NAME 1,NAMELSAD 1,ALAND 1,AWATER 1,INTPTLAT 1,INTPTLON 1,Tract,urban_rura,POPULATION,DAC,CIscore,CIscoreP,Traffic_Pc,DAC_cat,MHI_2019_5,Avg_hshld_,HCD_Low_20,HCD_Modera,State_MHI_,State_MHI1,Income_Gro,Shape_Leng,x,y,GreaterRegion,DAC/LIC,DCFC,EV Network Clean,nacs
280,280,578,579,1,579,1,579,ELEC,Orange Street Parking,222 North Orange St,,Glendale,CA,91203,,855-900-7584,E,,Public,24 hours daily,,,,,,12.0,2.0,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,200-9,34.149176,-118.256074,11/4/2024,99199,2024-11-04 03:28:33 UTC,,,,4/17/2017,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,301802.0,6037301802.0,3018.02,Census Tract 3018.02,G5020,S,479026.0,0.0,34.1492141,-118.2597025,0.18495269,6037301802.0,0.18495269,6037301802.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,301802.0,6037301802.0,3018.02,Census Tract 3018.02,479027.0,0.0,34.1492141,-118.2597025,6037301802.0,Urban,4516.0,Disadvantaged Community,42.49012637,78.66868381,55.0625,CalEnviroScreen 4.0 Top 25%,"$63,328 ",2.0,"$75,700 ","$76,800 ",75235.0,84.17%,Low,2880.538887,-118.256074,34.149176,Los Angeles,1,1,Other,False
281,281,579,580,1,580,1,580,ELEC,Encino Library,18231 W Ventura Blvd,,Tarzana,CA,91356,,855-900-7584,E,,Public,24 hours daily,,,,,,4.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,200-9,34.166729,-118.530084,11/4/2024,99232,2024-11-04 03:28:37 UTC,,,,6/14/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,139502.0,6037139502.0,1395.02,Census Tract 1395.02,G5020,S,1047549.0,0.0,34.1628402,-118.5263111,0.40446224,6037139502.0,0.40446224,6037139502.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,139502.0,6037139502.0,1395.02,Census Tract 1395.02,1047549.0,0.0,34.1628402,-118.5263111,6037139502.0,Urban,2917.0,,0.0,0.0,0.0, ,"$79,500 ",3.0,"$85,150 ","$86,400 ",75235.0,105.67%,Low,5169.288864,-118.530084,34.166729,Los Angeles,1,0,Other,False
282,282,580,581,1,581,1,581,ELEC,Chatsworth Library,21252 Devonshire St,,Chatsworth,CA,91311,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.25682,-118.592457,11/4/2024,99234,2024-11-04 03:28:37 UTC,,,,6/14/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,113323.0,6037113323.0,1133.23,Census Tract 1133.23,G5020,S,723905.0,17.0,34.2529415,-118.5934782,0.2795081,6037113323.0,0.2795081,6037113323.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,113321.0,6037113321.0,1133.21,Census Tract 1133.21,1048340.0,17.0,34.2533539,-118.5918392,6037113321.0,Urban,6180.0,,0.0,0.0,0.0, ,"$76,897 ",2.0,"$75,700 ","$76,800 ",75235.0,102.21%,Middle,4165.417912,-118.592457,34.25682,Los Angeles,0,0,Other,False
283,283,581,582,1,582,1,582,ELEC,Sun Valley,7935 Vineland Ave.,,Sun Valley,CA,91352,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,200-9,34.215022,-118.370958,11/4/2024,99238,2024-11-04 03:28:37 UTC,,,,6/14/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,122121.0,6037122121.0,1221.21,Census Tract 1221.21,G5020,S,411960.0,0.0,34.2142143,-118.3705556,0.15905838,6037122121.0,0.15905838,6037122121.0,0.99999998,2.0,0.0,6.0,37.0,Los Angeles County,122121.0,6037122121.0,1221.21,Census Tract 1221.21,411960.0,0.0,34.2142143,-118.3705556,6037122121.0,Urban,2829.0,Disadvantaged Community,57.70577821,94.35199193,25.575,CalEnviroScreen 4.0 Top 25%,"$53,125 ",4.0,"$94,600 ","$96,000 ",75235.0,70.61%,Low,3659.814624,-118.370958,34.215022,Los Angeles,1,0,Other,False
284,284,582,583,1,583,1,583,ELEC,Expo - Dr Mary McLeod Beyhune,3900 S Western Ave,,Los Angeles,CA,90062,,855-900-7584,E,,Public,24 hours daily,,,,,,6.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,200-9,34.014402,-118.308616,11/4/2024,99240,2024-11-04 03:28:38 UTC,,,,6/14/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,231302.0,6037231302.0,2313.02,Census Tract 2313.02,G5020,S,423524.0,0.0,34.0140532,-118.3058946,0.16352403,6037231302.0,0.16352403,6037231302.0,0.99999999,2.0,0.0,6.0,37.0,Los Angeles County,231300.0,6037231300.0,2313.0,Census Tract 2313,657452.0,0.0,34.0145164,-118.304538,6037231300.0,Urban,5754.0,Disadvantaged Community,42.06445563,78.17700454,59.9,CalEnviroScreen 4.0 Top 25%,"$49,803 ",3.0,"$85,150 ","$86,400 ",75235.0,66.20%,Low,3244.211148,-118.308616,34.014402,Los Angeles,1,0,Other,False
285,285,583,584,1,584,1,584,ELEC,Lake View Terrace Branch,12002 Osborne Ave,,Sylmar,CA,91342,,855-900-7584,E,,Public,24 hours daily,,,,,,3.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,200-9,34.272716,-118.394181,11/4/2024,99242,2024-11-04 03:28:38 UTC,,,,6/14/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,980021.0,6037980021.0,9800.21,Census Tract 9800.21,G5020,S,6879973.0,65862.0,34.270047,-118.3813338,2.68180152,6037980021.0,2.68180152,6037980021.0,0.99999999,2.0,0.0,6.0,37.0,Los Angeles County,980021.0,6037980021.0,9800.21,Census Tract 9800.21,6380469.0,565373.0,34.270047,-118.3813338,6037980021.0,Urban,33.0,,0.0,0.0,0.0, ,,4.0,"$94,600 ","$96,000 ",75235.0,,Low,15666.65673,-118.394181,34.272716,Los Angeles,1,0,Other,False
286,286,584,585,1,585,1,585,ELEC,690 Studio City Lot,12225 Ventura Blvd,,Studio City,CA,91604,,855-900-7584,E,,Public,24 hours daily,,,,,,5.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,200-8,34.144148,-118.399483,11/4/2024,99245,2024-11-04 03:28:39 UTC,,,,6/14/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,143901.0,6037143901.0,1439.01,Census Tract 1439.01,G5020,S,5281922.0,11638.0,34.1321312,-118.4000525,2.04385522,6037143901.0,2.04385522,6037143901.0,1.0,2.0,0.0,6.0,37.0,Los Angeles County,143901.0,6037143901.0,1439.01,Census Tract 1439.01,5281923.0,11638.0,34.1321312,-118.4000525,6037143901.0,Urban,4069.0,,0.0,0.0,0.0, ,"$212,188 ",3.0,"$85,150 ","$86,400 ",75235.0,282.03%,High,12816.22801,-118.399483,34.144148,Los Angeles,0,0,Other,False
287,287,585,586,1,586,1,586,ELEC,731 Venice Beach,200 N Venice Blvd,,Venice,CA,90291,,855-900-7584,E,,Public,24 hours daily,,,,,,1.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,200-9,33.98515,-118.469714,11/4/2024,99246,2024-11-04 03:28:39 UTC,,,,6/14/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,273902.0,6037273902.0,2739.02,Census Tract 2739.02,G5020,S,904442.0,286125.0,33.9832035,-118.4661393,0.45968235,6037273902.0,0.45968235,6037273902.0,0.78292912,4.0,0.0,6.0,37.0,Los Angeles County,273902.0,6037273902.0,2739.02,Census Tract 2739.02,901918.0,286128.0,33.9832035,-118.4661393,6037273902.0,Urban,4221.0,,0.0,0.0,0.0, ,"$144,924 ",2.0,"$75,700 ","$76,800 ",75235.0,192.63%,High,4976.271097,-118.469714,33.98515,Los Angeles,0,0,Other,False
288,288,586,587,1,587,1,587,ELEC,752 SFV Civic Ctr,6265 Sylmar St,,Van Nuys,CA,91401,,855-900-7584,E,,Public,24 hours daily,,,,,,5.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,200-8,34.184363,-118.446561,11/4/2024,99247,2024-11-04 03:28:39 UTC,,,,6/14/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,128210.0,6037128210.0,1282.1,Census Tract 1282.10,G5020,S,549953.0,0.0,34.1835838,-118.4443453,0.21233966,6037128210.0,0.21233966,6037128210.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,128210.0,6037128210.0,1282.1,Census Tract 1282.10,549953.0,0.0,34.1835838,-118.4443453,6037128210.0,Urban,5008.0,Disadvantaged Community,53.53311304,91.35148764,70.975,CalEnviroScreen 4.0 Top 25%,"$31,168 ",3.0,"$85,150 ","$86,400 ",75235.0,41.43%,Low,2976.252292,-118.446561,34.184363,Los Angeles,1,0,Other,False
289,289,587,588,1,588,1,588,ELEC,Topanga PD,21501 Schoenborn St,,Canoga Park,CA,91304,,855-900-7584,E,,Public,24 hours daily,,,,,,1.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,200-8,34.221249,-118.598936,11/4/2024,99249,2024-11-04 03:28:39 UTC,,,,6/14/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,113238.0,6037113238.0,1132.38,Census Tract 1132.38,G5020,S,709686.0,0.0,34.2238854,-118.6016642,0.27401182,6037113238.0,0.27401182,6037113238.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,113233.0,6037113233.0,1132.33,Census Tract 1132.33,1143944.0,0.0,34.2269621,-118.6012202,6037113233.0,Urban,7345.0,Disadvantaged Community,44.82680504,81.78265255,55.6375,CalEnviroScreen 4.0 Top 25%,"$46,474 ",3.0,"$85,150 ","$86,400 ",75235.0,61.77%,Low,5092.020768,-118.598936,34.221249,Los Angeles,1,0,Other,False
290,290,588,589,1,589,1,589,ELEC,Valley Plaza Library,12311 Vanowen St,,North Hollywood,CA,91605,,855-900-7584,E,,Public,24 hours daily,,,,,,4.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,200-8,34.193947,-118.40108,11/4/2024,99254,2024-11-04 03:28:40 UTC,,,,6/14/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,123301.0,6037123301.0,1233.01,Census Tract 1233.01,G5020,S,1303485.0,0.0,34.2003096,-118.4001219,0.50327958,6037123301.0,0.50327958,6037123301.0,0.99999999,2.0,0.0,6.0,37.0,Los Angeles County,123301.0,6037123301.0,1233.01,Census Tract 1233.01,1303487.0,0.0,34.2003096,-118.4001219,6037123301.0,Urban,4530.0,Disadvantaged Community,57.7440857,94.36459909,92.275,CalEnviroScreen 4.0 Top 25%,"$57,031 ",3.0,"$85,150 ","$86,400 ",75235.0,75.80%,Low,5390.38365,-118.40108,34.193947,Los Angeles,1,0,Other,False
291,291,589,590,1,590,1,590,ELEC,Mid Valley Regional Library,16244 Nordhoff St,,North Hills,CA,91343,,855-900-7584,E,,Public,24 hours daily,,,,,,4.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,200-8,34.234966,-118.487435,11/4/2024,99255,2024-11-04 03:28:40 UTC,,,,6/14/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,117303.0,6037117303.0,1173.03,Census Tract 1173.03,G5020,S,1800594.0,0.0,34.2281097,-118.4912814,0.6952137,6037117303.0,0.6952137,6037117303.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,117303.0,6037117303.0,1173.03,Census Tract 1173.03,1800594.0,0.0,34.2281097,-118.4912814,6037117303.0,Urban,3754.0,Disadvantaged Community,45.7697183,82.96772567,68.375,CalEnviroScreen 4.0 Top 25%,"$83,931 ",3.0,"$85,150 ","$86,400 ",75235.0,111.56%,Low,5519.54811,-118.487435,34.234966,Los Angeles,1,0,Other,False
292,292,590,591,1,591,1,591,ELEC,680 Broxton,1036 Broxton Ave,,Westwood,CA,90024,,855-900-7584,E,,Public,24 hours daily,,,,,,1.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,200-9,34.061656,-118.446408,11/4/2024,99259,2024-11-04 03:28:40 UTC,,,,6/14/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,265204.0,6037265204.0,2652.04,Census Tract 2652.04,G5020,S,265276.0,0.0,34.0616509,-118.4446082,0.10242398,6037265204.0,0.10242398,6037265204.0,0.99999997,2.0,0.0,6.0,37.0,Los Angeles County,265202.0,6037265202.0,2652.02,Census Tract 2652.02,575316.0,0.0,34.0619001,-118.4411825,6037265202.0,Urban,3981.0,,0.0,0.0,0.0, ,"$74,417 ",2.0,"$75,700 ","$76,800 ",75235.0,98.91%,Low,3520.100274,-118.446408,34.061656,Los Angeles,1,0,Other,False
293,293,591,592,1,592,1,592,ELEC,JWPCP,24501 S. Figueroa Street,,Carson,CA,90745,,855-900-7584,E,,Public,24 hours daily,,,,,,8.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,200-8,33.800588,-118.283738,11/4/2024,99291,2024-11-04 03:19:14 UTC,,,,6/14/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,980037.0,6037980037.0,9800.37,Census Tract 9800.37,G5020,S,1278402.0,24156.0,33.8025776,-118.2800393,0.50292061,6037980037.0,0.50292061,6037980037.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,543604.0,6037543604.0,5436.04,Census Tract 5436.04,2603075.0,24156.0,33.8095428,-118.279506,6037543604.0,Urban,5226.0,Disadvantaged Community,39.16825372,73.72667675,80.8625,2017 Disadvantaged Community (CalEnviroScreen 3.0 only),"$98,704 ",4.0,"$94,600 ","$96,000 ",75235.0,131.19%,High,6885.085817,-118.283738,33.800588,Los Angeles,1,0,Other,False
294,294,592,593,1,593,1,593,ELEC,Joint Administration Office,1955 Workman Mill Rd.,,Whittier,CA,90601,,855-900-7584,E,,Public,24 hours daily,,,,,,24.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,200-8,34.033257,-118.020892,11/4/2024,99294,2024-11-04 03:19:15 UTC,,,,6/14/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,408302.0,6037408302.0,4083.02,Census Tract 4083.02,G5020,S,2956151.0,440678.0,34.0387633,-118.0175275,1.31152372,6037408302.0,1.31152372,6037408302.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,408302.0,6037408302.0,4083.02,Census Tract 4083.02,2925011.0,440695.0,34.0382308,-118.0172042,6037408302.0,Urban,3836.0,Disadvantaged Community,40.1793701,75.27735754,98.15,CalEnviroScreen 4.0 Top 25%,"$85,968 ",4.0,"$94,600 ","$96,000 ",75235.0,114.27%,Low,9961.207556,-118.020892,34.033257,Los Angeles,1,0,Other,False
295,295,594,595,1,595,1,595,ELEC,EVSP WALGREENS STORE 6585,1570 W Campbell Ave,,Campbell,CA,95008,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.285283,-121.977679,11/5/2024,99523,2024-11-05 01:22:12 UTC,,,,6/29/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,85.0,506604.0,6085506604.0,5066.04,Census Tract 5066.04,G5020,S,2457494.0,0.0,37.2808229,-121.986709,0.94884452,6085506604.0,0.94884452,6085506604.0,1.0,2.0,0.0,6.0,85.0,Santa Clara County,506604.0,6085506604.0,5066.04,Census Tract 5066.04,2454216.0,0.0,37.2807949,-121.9867326,6085506604.0,Urban,7753.0,,0.0,0.0,0.0, ,"$156,711 ",3.0,"$106,000 ","$163,400 ",75235.0,208.30%,Middle,9246.30324,-121.977679,37.285283,San Francisco,0,0,ChargePoint Network,False
296,296,595,596,1,596,1,596,ELEC,Family Tree Farms,41646 Road 62,,Reedley,CA,93654,,866-816-7584,E,,Public,24 hours daily,,,,,,4.0,,,EV Connect,http://evconnect.com/,GPS,36.54687,-119.434003,11/4/2024,99779,2024-11-04 03:43:46 UTC,,,,5/1/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,107.0,303.0,6107000303.0,3.03,Census Tract 3.03,G5020,S,77635198.0,910635.0,36.530241,-119.4734244,30.32670257,6107000303.0,30.32670257,6107000303.0,0.0194383,11.0,1.0,6.0,107.0,Tulare County,301.0,6107000301.0,3.01,Census Tract 3.01,138420551.0,857291.0,36.5281824,-119.4459533,6107000301.0,Rural,7486.0,Disadvantaged Community,48.05199468,85.57740797,10.675,CalEnviroScreen 4.0 Top 25%,"$53,036 ",4.0,"$55,900 ","$84,850 ",75235.0,70.49%,Low,77915.50585,-119.434003,36.54687,Central Other,1,0,Other,False
297,297,598,599,1,599,1,599,ELEC,Milan Capital Management,6415 Agnes Ave.,,North Hollywood,CA,91606,,888-998-2546,E,,Public,24 hours daily,,,,,,1.0,,,Blink Network,http://www.blinkcharging.com/,GPS,34.187004,-118.395935,11/5/2024,100011,2024-11-05 00:12:02 UTC,,,,7/31/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,123901.0,6037123901.0,1239.01,Census Tract 1239.01,G5020,S,1291196.0,0.0,34.1854544,-118.3937977,0.49853423,6037123901.0,0.49853423,6037123901.0,0.99999998,2.0,0.0,6.0,37.0,Los Angeles County,123901.0,6037123901.0,1239.01,Census Tract 1239.01,1291196.0,0.0,34.1854544,-118.3937977,6037123901.0,Urban,4696.0,Disadvantaged Community,44.01162085,80.84972264,87.275,CalEnviroScreen 4.0 Top 25%,"$66,771 ",3.0,"$85,150 ","$86,400 ",75235.0,88.75%,Low,4581.385355,-118.395935,34.187004,Los Angeles,1,0,Other,False
298,298,599,600,1,600,1,600,ELEC,7758 W Sunset,7758 W Sunset Blvd,,Los Angeles,CA,90046,,855-900-7584,E,,Public,24 hours daily,,,,,,1.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,34.097969,-118.358974,11/4/2024,100037,2024-11-04 03:19:21 UTC,,,,8/1/2018,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,6.0,37.0,189801.0,6037189801.0,1898.01,Census Tract 1898.01,G5020,S,410739.0,0.0,34.0984761,-118.3613392,0.15858712,6037189801.0,0.15858712,6037189801.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,189800.0,6037189800.0,1898.0,Census Tract 1898,729738.0,0.0,34.0982924,-118.3590366,6037189800.0,Urban,3833.0,,0.0,0.0,0.0, ,"$69,616 ",2.0,"$75,700 ","$76,800 ",75235.0,92.53%,Low,3865.799539,-118.358974,34.097969,Los Angeles,1,0,Other,False
299,299,600,601,1,601,1,601,ELEC,LADWP - Riverton Ave,5537 Riverton Ave,,North Hollywood,CA,91601,,800-342-5397,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,200-8,34.171063,-118.365893,1/9/2024,103790,2024-01-31 22:07:01 UTC,T,,,9/1/2018,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,37.0,125310.0,6037125310.0,1253.1,Census Tract 1253.10,G5020,S,1053984.0,0.0,34.1695168,-118.3660291,0.40694679,6037125310.0,0.40694679,6037125310.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,125310.0,6037125310.0,1253.1,Census Tract 1253.10,1053719.0,0.0,34.1695171,-118.3660317,6037125310.0,Urban,4313.0,Disadvantaged Community,45.96408914,83.20726172,44.225,CalEnviroScreen 4.0 Top 25%,"$48,958 ",2.0,"$75,700 ","$76,800 ",75235.0,65.07%,Low,5869.461604,-118.365893,34.171063,Los Angeles,1,0,Other,False
300,300,601,602,1,602,1,602,ELEC,LADWP - Fruitland Drive,11011 Fruitland Dr,,Studio City,CA,91604,,800-342-5397,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,200-9,34.139805,-118.370659,1/9/2024,103791,2024-01-31 22:07:01 UTC,T,,,9/1/2018,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,37.0,143802.0,6037143802.0,1438.02,Census Tract 1438.02,G5020,S,1164733.0,0.0,34.1338831,-118.3743634,0.44970551,6037143802.0,0.44970551,6037143802.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,143800.0,6037143800.0,1438.0,Census Tract 1438,2606925.0,0.0,34.1355558,-118.3805968,6037143800.0,Urban,5770.0,,0.0,0.0,0.0, ,"$138,151 ",2.0,"$75,700 ","$76,800 ",75235.0,183.63%,High,11044.63854,-118.370659,34.139805,Los Angeles,0,0,Other,False
301,301,602,603,1,603,1,603,ELEC,LADWP - Burnet Avenue,8677 Burnet Ave,,North Hills,CA,91343,,800-342-5397,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,200-8,34.22845,-118.463489,1/9/2024,103792,2024-01-31 22:07:01 UTC,T,,,9/1/2018,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,37.0,117520.0,6037117520.0,1175.2,Census Tract 1175.20,G5020,S,321687.0,4030.0,34.2300853,-118.4621861,0.12575982,6037117520.0,0.12575982,6037117520.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,117520.0,6037117520.0,1175.2,Census Tract 1175.20,321687.0,4030.0,34.2300853,-118.4621861,6037117520.0,Urban,4168.0,Disadvantaged Community,56.54862516,93.63338376,67.15,CalEnviroScreen 4.0 Top 25%,"$36,003 ",4.0,"$94,600 ","$96,000 ",75235.0,47.85%,Low,2369.008742,-118.463489,34.22845,Los Angeles,1,0,Other,False
302,302,603,604,1,604,1,604,ELEC,LADWP - Independence Avenue,8970 Independence Ave,,Canoga Park,CA,91304,,800-342-5397,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,200-8,34.233579,-118.59051,1/9/2024,103793,2024-01-31 22:07:01 UTC,T,,,9/1/2018,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,37.0,113425.0,6037113425.0,1134.25,Census Tract 1134.25,G5020,S,334913.0,4382.0,34.2324832,-118.5919499,0.13100289,6037113425.0,0.13100289,6037113425.0,1.0,1.0,0.0,6.0,37.0,Los Angeles County,113421.0,6037113421.0,1134.21,Census Tract 1134.21,2196805.0,8498.0,34.2335792,-118.5830621,6037113421.0,Urban,6879.0,Disadvantaged Community,43.07118092,79.61422088,56.125,CalEnviroScreen 4.0 Top 25%,"$65,060 ",3.0,"$85,150 ","$86,400 ",75235.0,86.48%,Low,6598.241253,-118.59051,34.233579,Los Angeles,1,0,Other,False
303,303,604,605,1,605,1,605,ELEC,LADWP - Parthenia Street,18140 Parthenia St,,Northridge,CA,91325,,800-342-5397,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,200-9,34.228057,-118.528682,1/9/2024,103794,2024-01-31 22:07:01 UTC,T,,,9/1/2018,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,37.0,115403.0,6037115403.0,1154.03,Census Tract 1154.03,G5020,S,703742.0,0.0,34.2247342,-118.5317299,0.27171666,6037115403.0,0.27171666,6037115403.0,0.99999999,2.0,0.0,6.0,37.0,Los Angeles County,115403.0,6037115403.0,1154.03,Census Tract 1154.03,703743.0,0.0,34.2247342,-118.5317299,6037115403.0,Urban,3583.0,Disadvantaged Community,49.97258437,87.84669692,69.4375,CalEnviroScreen 4.0 Top 25%,"$54,407 ",3.0,"$85,150 ","$86,400 ",75235.0,72.32%,Low,3387.285887,-118.528682,34.228057,Los Angeles,1,0,Other,False
304,304,605,606,1,606,1,606,ELEC,LADWP - West 9th Street,579 W 9th St,,San Pedro,CA,90731,,800-342-5397,E,,Public,24 hours daily,,,,,,1.0,,,Non-Networked,,200-9,33.735855,-118.289691,1/9/2024,103796,2024-01-31 22:07:01 UTC,T,,,9/1/2018,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,False,,,,,,,,LD,False,,6.0,37.0,296600.0,6037296600.0,2966.0,Census Tract 2966,G5020,S,841947.0,0.0,33.7397829,-118.2923625,0.32507731,6037296600.0,0.32507731,6037296600.0,0.99999999,2.0,0.0,6.0,37.0,Los Angeles County,296600.0,6037296600.0,2966.0,Census Tract 2966,841947.0,0.0,33.7397829,-118.2923625,6037296600.0,Urban,5358.0,Disadvantaged Community,49.9583572,87.8214826,54.0375,CalEnviroScreen 4.0 Top 25%,"$40,607 ",3.0,"$85,150 ","$86,400 ",75235.0,53.97%,Low,3739.459601,-118.289691,33.735855,Los Angeles,1,0,Other,False
